date,code,name,market,open,high,low,close,change,change_rate,volume,trading_value,market_cap,listed_shares
20250221,005380,현대차,KOSPI,209000,211000,204000,206000,3000,1.48,713842,147660204000,43139735346000,209416191
20250221,005930,삼성전자,KOSPI,58400,58500,57100,58200,-200,-0.34,22198428,1281507475862,347441344410000,5969782550
20250221,035720,카카오,KOSPI,40000,40250,39600,39900,150,0.38,2460853,98330502300,17702637407700,443675123
20250224,005380,현대차,KOSPI,204000,207000,203500,207000,1000,0.49,497135,101904887500,43349151537000,209416191
20250224,005930,삼성전자,KOSPI,57300,57700,57200,57300,-900,-1.55,14138471,811217100550,342068540115000,5969782550
20250224,035720,카카오,KOSPI,39650,40000,39200,39550,-350,-0.88,1834667,72456960600,17547351114650,443675123
20250225,005380,현대차,KOSPI,205000,205000,202000,202500,-4500,-2.17,651155,132290936000,42406778677500,209416191
20250225,005930,삼성전자,KOSPI,56600,57800,56500,57200,-100,-0.17,14625181,837240466372,341471561860000,5969782550
20250225,035720,카카오,KOSPI,39200,39800,39100,39750,200,0.51,1505555,59596822800,17636086139250,443675123
20250226,005380,현대차,KOSPI,203500,207000,203000,205000,2500,1.23,750341,153820317000,42930319155000,209416191
20250226,005930,삼성전자,KOSPI,57000,57100,56100,56600,-600,-1.05,18117091,1024931423600,337889692330000,5969782550
20250226,035720,카카오,KOSPI,40150,42400,40050,42100,2350,5.91,7598359,315541833100,18678722678300,443675123
20250227,005380,현대차,KOSPI,200500,201000,199300,200500,-4500,-2.2,890406,178148325900,41987946295500,209416191
20250227,005930,삼성전자,KOSPI,56500,57100,56200,56300,-300,-0.53,14975356,846530583128,336098757565000,5969782550
20250227,035720,카카오,KOSPI,42900,44450,42800,44450,2350,5.58,10185706,448211132500,19721359217350,443675123
20250228,005380,현대차,KOSPI,198600,198800,193000,193000,-7500,-3.74,1187503,231850331300,40417324863000,209416191
20250228,005930,삼성전자,KOSPI,55400,55700,54500,54500,-1800,-3.2,28036698,1540205401313,325353148975000,5969782550
20250228,035720,카카오,KOSPI,43700,44700,42650,43150,-1300,-2.92,6591090,287205843206,19144581557450,443675123
20250304,005380,현대차,KOSPI,190000,195100,189200,190300,-2700,-1.4,592292,113369763300,39851901147300,209416191
20250304,005930,삼성전자,KOSPI,53900,55000,53800,54500,0,0.0,18553933,1010214633015,325353148975000,5969782550
20250304,035720,카카오,KOSPI,43000,43450,41350,41900,-1250,-2.9,3387888,143140808550,18589987653700,443675123
20250305,005380,현대차,KOSPI,191800,197000,191800,194700,4400,2.31,798748,155440004400,40773332387700,209416191
20250305,005930,삼성전자,KOSPI,55100,55400,54000,54000,-500,-0.92,16578817,902621801920,322368257700000,5969782550
20250305,035720,카카오,KOSPI,42550,43500,42450,43100,1200,2.86,2525062,108546484000,19122397801300,443675123
20250306,005380,현대차,KOSPI,199200,201000,196500,197600,2900,1.49,659716,130716598300,41380639341600,209416191
20250306,005930,삼성전자,KOSPI,54100,54500,54000,54300,300,0.56,12258101,664504901310,321436339164600,5919637922
20250306,035720,카카오,KOSPI,43500,45400,42550,45100,2000,4.64,6180767,274922297500,20009748047300,443675123
20250307,005380,현대차,KOSPI,194800,197200,194100,196600,-1000,-0.51,574321,112478185396,41171223150600,209416191
20250307,005930,삼성전자,KOSPI,53500,54200,53400,53700,-600,-1.1,14274992,768393784787,317884556411400,5919637922
20250307,035720,카카오,KOSPI,44450,44825,43450,43750,-1350,-2.99,3099161,136363053000,19410786631250,443675123
20250310,005380,현대차,KOSPI,196600,198600,195200,197400,800,0.41,318730,62850116600,41338756103400,209416191
20250310,005930,삼성전자,KOSPI,53500,54800,53500,53700,0,0.0,12921670,699340880450,317884556411400,5919637922
20250310,035720,카카오,KOSPI,43500,45950,43150,45400,1650,3.77,4010592,181078049025,20142850584200,443675123
20250311,005380,현대차,KOSPI,194500,196000,192700,195600,-1800,-0.91,456616,88802111400,40961806959600,209416191
20250311,005930,삼성전자,KOSPI,52500,54100,52500,53600,-100,-0.19,17740891,944012331050,317292592619200,5919637922
20250311,035720,카카오,KOSPI,43900,44700,43550,44100,-1300,-2.86,2486551,109672759675,19566072924300,443675123
20250312,005380,현대차,KOSPI,195800,198200,195000,198200,2600,1.33,351293,69164124700,41506289056200,209416191
20250312,005930,삼성전자,KOSPI,53800,55300,53600,54900,1300,2.43,17973221,983462164612,324988121917800,5919637922
20250312,035720,카카오,KOSPI,44250,44650,43450,44100,0,0.0,1976354,87289086225,19566072924300,443675123
20250313,005380,현대차,KOSPI,199300,201000,196200,201000,2800,1.41,578677,115061972800,42092654391000,209416191
20250313,005930,삼성전자,KOSPI,55800,55900,54200,54700,-200,-0.36,24132151,1327792389578,323804194333400,5919637922
20250313,035720,카카오,KOSPI,44150,44750,42350,43150,-950,-2.15,3269454,142308402925,19144581557450,443675123
20250314,005380,현대차,KOSPI,199800,200500,197500,198500,-2500,-1.24,473953,94164078700,41569113913500,209416191
20250314,005930,삼성전자,KOSPI,54500,55100,54400,54700,0,0.0,10845154,594158589200,323804194333400,5919637922
20250314,035720,카카오,KOSPI,43100,44050,43100,43450,300,0.7,1733603,75338202975,19279678840400,443721032
20250317,005380,현대차,KOSPI,198400,199000,195300,199000,500,0.25,369290,73110028700,41673822009000,209416191
20250317,005930,삼성전자,KOSPI,55500,57800,55400,57600,2900,5.3,35559021,2036156585500,340971144307200,5919637922
20250317,035720,카카오,KOSPI,43500,43850,42300,43500,50,0.12,1693348,73013531925,19301864892000,443721032
20250318,005380,현대차,KOSPI,199500,202000,199300,200500,1500,0.75,505699,101523673150,41987946295500,209416191
20250318,005930,삼성전자,KOSPI,58800,59000,57300,57600,0,0.0,28138594,1638462319270,340971144307200,5919637922
20250318,035720,카카오,KOSPI,43700,45050,43500,44000,500,1.15,2475410,109729629600,19523725408000,443721032
20250319,005380,현대차,KOSPI,201000,204000,199000,204000,3500,1.75,520541,105607722700,42720902964000,209416191
20250319,005930,삼성전자,KOSPI,57400,59200,57400,58500,900,1.56,29421759,1727220604750,346298818437000,5919637922
20250319,035720,카카오,KOSPI,44000,44375,43100,43300,-700,-1.59,1642570,71451214200,19213120685600,443721032
20250320,005380,현대차,KOSPI,204500,205000,201500,202500,-1500,-0.74,635938,129250405000,42406778677500,209416191
20250320,005930,삼성전자,KOSPI,59200,60300,58500,60200,1700,2.91,34989004,2088152199012,356362202904400,5919637922
20250320,035720,카카오,KOSPI,43500,43950,42650,42650,-650,-1.5,1761461,75852833125,18924702014800,443721032
20250321,005380,현대차,KOSPI,201500,205000,201000,205000,2500,1.23,552626,112869145750,42930319155000,209416191
20250321,005930,삼성전자,KOSPI,60900,61700,60400,61700,1500,2.49,40155612,2460691162900,365241659787400,5919637922
20250321,035720,카카오,KOSPI,42650,43600,41900,43600,950,2.23,1900729,81394271075,19346236995200,443721032
20250324,005380,현대차,KOSPI,204500,216000,203500,213000,8000,3.9,1212302,257145646750,44605648683000,209416191
20250324,005930,삼성전자,KOSPI,61200,61600,60500,60500,-1200,-1.94,14088094,860212862100,358138094281000,5919637922
20250324,035720,카카오,KOSPI,43350,43500,41550,41900,-1700,-3.9,1792693,75717541000,18591911240800,443721032
20250325,005380,현대차,KOSPI,228500,229000,218500,220000,7000,3.29,2097056,467110952750,46071562020000,209416191
20250325,005930,삼성전자,KOSPI,60900,61100,59500,59800,-700,-1.16,17259455,1039802205362,353994347735600,5919637922
20250325,035720,카카오,KOSPI,42100,42400,41750,42200,300,0.72,827099,34780312900,18725027550400,443721032
20250326,005380,현대차,KOSPI,224000,227500,220500,222000,2000,0.91,1220193,274081089250,46490394402000,209416191
20250326,005930,삼성전자,KOSPI,59800,61400,59700,61400,1600,2.68,16431645,1001626513602,363465768410800,5919637922
20250326,035720,카카오,KOSPI,42350,43050,41400,42900,700,1.66,1180900,49796424475,19035632272800,443721032
20250327,005380,현대차,KOSPI,215000,216500,212000,212500,-9500,-4.28,1027562,219962946000,44500940587500,209416191
20250327,005930,삼성전자,KOSPI,60900,62000,60800,61800,400,0.65,20389790,1256945832435,365833623579600,5919637922
20250327,035720,카카오,KOSPI,42300,42350,41200,41600,-1300,-3.03,1360153,56647963000,18458794931200,443721032
20250328,005380,현대차,KOSPI,208000,209500,202500,205000,-7500,-3.53,1003500,205314922000,42930319155000,209416191
20250328,005930,삼성전자,KOSPI,60700,61100,60000,60200,-1600,-2.59,16282514,983699710050,356362202904400,5919637922
20250328,035720,카카오,KOSPI,41600,41650,40500,41150,-450,-1.08,728635,29866513450,18259120466800,443721032
20250331,005380,현대차,KOSPI,199900,201000,196800,197200,-7800,-3.8,936571,185729892700,41296872865200,209416191
20250331,005930,삼성전자,KOSPI,59500,59700,57800,57800,-2400,-3.99,17633494,1029323854400,342155071891600,5919637922
20250331,035720,카카오,KOSPI,40250,40700,39100,39100,-2050,-4.98,1711143,67862424800,17349492351200,443721032
20250401,005380,현대차,KOSPI,199000,200500,196100,198600,1400,0.71,641043,127065127950,41590055532600,209416191
20250401,005930,삼성전자,KOSPI,58700,59600,57900,58800,1000,1.73,13841706,813516599850,348074709813600,5919637922
20250401,035720,카카오,KOSPI,39600,42450,39600,42200,3100,7.93,2570592,107066020425,18725027550400,443721032
20250402,005380,현대차,KOSPI,198800,199100,195800,196300,-2300,-1.16,615215,121145417050,41108398293300,209416191
20250402,005930,삼성전자,KOSPI,58800,59400,58300,58800,0,0.0,14402297,847775481500,348074709813600,5919637922
20250402,035720,카카오,KOSPI,42300,42350,40700,40900,-1300,-3.08,1549771,63631794075,18148190208800,443721032
20250403,005380,현대차,KOSPI,191000,194500,189100,193800,-2500,-1.27,954824,183788412750,40584857815800,209416191
20250403,005930,삼성전자,KOSPI,56900,57800,56900,57600,-1200,-2.04,19508076,1118162896800,340971144307200,5919637922
20250403,035720,카카오,KOSPI,40000,42900,40000,42850,1950,4.77,2508882,106255160350,19013446221200,443721032
20250404,005380,현대차,KOSPI,191300,196500,189600,191800,-2000,-1.03,810211,155660701200,40166025433800,209416191
20250404,005930,삼성전자,KOSPI,56200,58200,55700,56100,-1500,-2.6,23527139,1330710237050,332091687424200,5919637922
20250404,035720,카카오,KOSPI,42600,44750,40950,41850,-1000,-2.33,4844975,205887509925,18569725189200,443721032
20250407,005380,현대차,KOSPI,184700,185300,178900,179100,-12700,-6.62,1244441,225490600700,37506439808100,209416191
20250407,005930,삼성전자,KOSPI,53300,54100,53100,53200,-2900,-5.17,31998883,1713617858300,314924737450400,5919637922
20250407,035720,카카오,KOSPI,40450,41750,39500,40650,-1200,-2.87,2124791,86520544400,18037259950800,443721032
20250408,005380,현대차,KOSPI,181400,183800,177500,179200,100,0.06,1082825,194281541450,37527381427200,209416191
20250408,005930,삼성전자,KOSPI,55000,55300,53300,53500,300,0.56,25532845,1382305707900,316700628827000,5919637922
20250408,035720,카카오,KOSPI,41450,41500,39000,39050,-1600,-3.94,2588453,102932188425,17327306299600,443721032
20250409,005380,현대차,KOSPI,177500,180900,177300,178000,-1200,-0.67,689621,123390355050,37276081998000,209416191
20250409,005930,삼성전자,KOSPI,53300,54300,52900,53000,-500,-0.93,20576960,1101141051250,313740809866000,5919637922
20250409,035720,카카오,KOSPI,38250,39650,36950,37150,-1900,-4.87,1861781,70495983950,16484236338800,443721032
20250410,005380,현대차,KOSPI,191700,192900,186500,187000,9000,5.06,1426032,269878848800,39160827717000,209416191
20250410,005930,삼성전자,KOSPI,56600,56700,55000,56400,3400,6.42,22948172,1287044405375,333867578800800,5919637922
20250410,035720,카카오,KOSPI,39100,40000,38200,40000,2850,7.67,1977485,77454377000,17748841280000,443721032
20250411,005380,현대차,KOSPI,181800,183000,175800,177500,-9500,-5.08,1647599,292962150200,37171373902500,209416191
20250411,005930,삼성전자,KOSPI,55600,55700,54800,55200,-1200,-2.13,13930480,768599025700,326764013294400,5919637922
20250411,035720,카카오,KOSPI,38750,39050,38200,39000,-1000,-2.5,1364871,52789067900,17311023600000,443872400
20250414,005380,현대차,KOSPI,178400,180300,177500,179300,1800,1.01,536959,96014170150,37548323046300,209416191
20250414,005930,삼성전자,KOSPI,56300,56700,55800,56200,1000,1.81,12852613,722365102751,332683651216400,5919637922
20250414,035720,카카오,KOSPI,39150,39750,38950,39000,0,0.0,962491,37701182600,17311023600000,443872400
20250415,005380,현대차,KOSPI,185400,189200,183700,187000,7700,4.29,1052017,196229872000,39160827717000,209416191
20250415,005930,삼성전자,KOSPI,56300,57100,56200,56600,400,0.71,8998640,510390643850,335051506385200,5919637922
20250415,035720,카카오,KOSPI,39150,39350,38750,38850,-150,-0.38,1049886,40928884950,17244442740000,443872400
20250416,005380,현대차,KOSPI,185200,186400,181300,181700,-5300,-2.83,593391,109010162514,38050921904700,209416191
20250416,005930,삼성전자,KOSPI,56000,56200,54500,54700,-1900,-3.36,14437025,795695286400,323804194333400,5919637922
20250416,035720,카카오,KOSPI,38900,38950,37600,37750,-1100,-2.83,1386130,52804955150,16756183100000,443872400
20250417,005380,현대차,KOSPI,182600,184600,181500,181700,0,0.0,522233,95459149450,38050921904700,209416191
20250417,005930,삼성전자,KOSPI,54700,55300,54500,55100,400,0.73,10867069,597524532250,326172049502200,5919637922
20250417,035720,카카오,KOSPI,37800,38400,37800,38200,450,1.19,845939,32250720975,16955925680000,443872400
20250418,005380,현대차,KOSPI,182800,188300,181200,187200,5500,3.03,664774,123095736700,39202710955200,209416191
20250418,005930,삼성전자,KOSPI,55300,55600,54900,55300,200,0.36,5848342,323289923300,327355977086600,5919637922
20250418,035720,카카오,KOSPI,38300,39150,38100,39000,800,2.09,841087,32693089775,17311023600000,443872400
20250421,005380,현대차,KOSPI,187500,188800,185500,187300,100,0.05,352360,65954048750,39223652574300,209416191
20250421,005930,삼성전자,KOSPI,55200,56000,55100,55400,100,0.18,5941847,329494931450,327947940878800,5919637922
20250421,035720,카카오,KOSPI,39250,39350,38750,38900,-100,-0.26,464726,18133497500,17266636360000,443872400
20250422,005380,현대차,KOSPI,186100,187700,185200,185600,-1700,-0.91,392723,73192510350,38867645049600,209416191
20250422,005930,삼성전자,KOSPI,54900,55500,54700,55000,-400,-0.72,9532469,524575582650,325580085710000,5919637922
20250422,035720,카카오,KOSPI,38550,40150,38425,39200,300,0.77,1247375,49050967600,17399798080000,443872400
20250423,005380,현대차,KOSPI,188900,190400,187400,190000,4400,2.37,607448,114917981350,39789076290000,209416191
20250423,005930,삼성전자,KOSPI,56000,56100,55500,55700,700,1.27,11148692,622062616030,329723832255400,5919637922
20250423,035720,카카오,KOSPI,39650,39700,39150,39400,200,0.51,687852,27091871300,17488572560000,443872400
20250424,005380,현대차,KOSPI,191100,191200,186500,188900,-1100,-0.58,642753,121464593750,39558718479900,209416191
20250424,005930,삼성전자,KOSPI,55600,55800,55200,55700,0,0.0,10580377,587440411598,329723832255400,5919637922
20250424,035720,카카오,KOSPI,39650,39775,39250,39450,50,0.13,497262,19613461400,17510766180000,443872400
20250425,005380,현대차,KOSPI,191000,191000,188600,188800,-100,-0.05,528739,100127014000,39537776860800,209416191
20250425,005930,삼성전자,KOSPI,56400,56400,55600,55700,0,0.0,12183303,681776346900,329723832255400,5919637922
20250425,035720,카카오,KOSPI,37850,38400,37150,37950,-1500,-3.8,16562277,611989915950,16844957580000,443872400
20250428,005380,현대차,KOSPI,188100,190100,187000,189000,200,0.11,450993,85060281000,39579660099000,209416191
20250428,005930,삼성전자,KOSPI,55800,55900,55500,55800,100,0.18,9341518,520363061706,330315796047600,5919637922
20250428,035720,카카오,KOSPI,38500,38600,37950,38050,100,0.26,1779369,68048666275,16889344820000,443872400
20250429,005380,현대차,KOSPI,192700,194000,189700,192800,3800,2.01,594224,113930208850,40375441624800,209416191
20250429,005930,삼성전자,KOSPI,55700,56500,55600,55800,0,0.0,10295518,576762268048,330315796047600,5919637922
20250429,035720,카카오,KOSPI,38200,38700,38100,38450,400,1.05,1787062,68686191975,17066893780000,443872400
20250430,005380,현대차,KOSPI,192700,193300,190200,190600,-2200,-1.14,429791,82137940050,39914726004600,209416191
20250430,005930,삼성전자,KOSPI,55900,56000,55300,55500,-300,-0.54,13014189,723346232700,328539904671000,5919637922
20250430,035720,카카오,KOSPI,38300,38750,37750,38250,-200,-0.52,1857478,70866694425,16978119300000,443872400
20250502,005380,현대차,KOSPI,190200,190500,188200,189400,-1200,-0.63,464020,87746000000,39663426575400,209416191
20250502,005930,삼성전자,KOSPI,55000,55500,54200,54300,-1200,-2.16,22454204,1227727373850,321436339164600,5919637922
20250502,035720,카카오,KOSPI,38150,38650,37950,38050,-200,-0.52,1350989,51716681400,16889344820000,443872400
20250507,005380,현대차,KOSPI,191400,191400,186500,187600,-1800,-0.95,666181,125155485200,39286477431600,209416191
20250507,005930,삼성전자,KOSPI,54500,55000,54300,54600,300,0.55,17136991,934599688925,323212230541200,5919637922
20250507,035720,카카오,KOSPI,38350,38550,37800,38350,300,0.79,1891623,72435214100,17022506540000,443872400
20250508,005380,현대차,KOSPI,187600,188900,187100,187100,-500,-0.27,543972,102204779800,39181769336100,209416191
20250508,005930,삼성전자,KOSPI,55100,55500,54500,54600,0,0.0,16320532,894447365150,323212230541200,5919637922
20250508,035720,카카오,KOSPI,38200,38250,36900,37000,-1350,-3.52,4639380,172184555900,16423278800000,443872400
20250509,005380,현대차,KOSPI,191200,193400,189500,189900,2800,1.5,514047,98242684200,39768134670900,209416191
20250509,005930,삼성전자,KOSPI,54700,55000,54400,54800,200,0.37,7814322,427710077350,324396158125600,5919637922
20250509,035720,카카오,KOSPI,37150,37200,36850,36950,-50,-0.14,1076784,39823643625,16402620046050,443913939
20250512,005380,현대차,KOSPI,191900,195800,191400,195800,5900,3.11,569602,110397126950,41003690197800,209416191
20250512,005930,삼성전자,KOSPI,55200,57600,55000,57600,2800,5.11,15414702,865629368100,340971144307200,5919637922
20250512,035720,카카오,KOSPI,37100,38100,37050,38100,1150,3.11,1737798,65310371450,16913121075900,443913939
20250513,005380,현대차,KOSPI,197400,198000,195100,196700,900,0.46,462830,90999913100,41192164769700,209416191
20250513,005930,삼성전자,KOSPI,57700,58200,56800,56900,-700,-1.22,16842801,964867366600,336827397761800,5919637922
20250513,035720,카카오,KOSPI,38150,38300,37400,37550,-550,-1.44,1270052,47944643400,16668968409450,443913939
20250514,005380,현대차,KOSPI,197200,198300,194300,197100,400,0.2,557318,109402933450,41275931246100,209416191
20250514,005930,삼성전자,KOSPI,57500,57900,57000,57400,500,0.88,12468089,716126374400,339787216722800,5919637922
20250514,035720,카카오,KOSPI,37700,38200,37300,37950,400,1.07,1623377,61416869875,16846533985050,443913939
20250515,005380,현대차,KOSPI,195200,196900,192200,192900,-4200,-2.13,469355,91204556950,40396383243900,209416191
20250515,005930,삼성전자,KOSPI,57400,58600,57100,57300,-100,-0.17,13139736,758309165800,339195252930600,5919637922
20250515,035720,카카오,KOSPI,37750,37850,37250,37650,-300,-0.79,1346122,50660197800,16713359803350,443913939
20250516,005380,현대차,KOSPI,193300,194700,193000,193800,900,0.47,311743,60421466500,40584857815800,209416191
20250516,005930,삼성전자,KOSPI,57400,57500,56700,56800,-500,-0.87,10385352,591058106600,336235433969600,5919637922
20250516,035720,카카오,KOSPI,37650,37800,37300,37400,-250,-0.66,912660,34200518750,16602381318600,443913939
20250519,005380,현대차,KOSPI,193000,193000,190000,191000,-2800,-1.44,378893,72301056360,39998492481000,209416191
20250519,005930,삼성전자,KOSPI,56400,56400,55500,55800,-1000,-1.76,9802105,547396316550,330315796047600,5919637922
20250519,035720,카카오,KOSPI,37150,37200,36350,36450,-950,-2.54,1389926,50806132575,16100376702750,441711295
20250520,005380,현대차,KOSPI,192800,194100,189500,189500,-1500,-0.79,422756,80544992450,39684368194500,209416191
20250520,005930,삼성전자,KOSPI,56200,56700,55700,55900,100,0.18,9080577,509071853300,330907759839800,5919637922
20250520,035720,카카오,KOSPI,36600,36850,36300,36550,100,0.27,1680015,61357217625,16144547832250,441711295
20250521,005380,현대차,KOSPI,189500,190350,187400,188000,-1500,-0.79,558502,105417712678,38494460008000,204757766
20250521,005930,삼성전자,KOSPI,56200,56600,55700,55700,-200,-0.36,7794181,436952856950,329723832255400,5919637922
20250521,035720,카카오,KOSPI,36700,37950,36700,37450,900,2.46,1327371,49812188400,16542087997750,441711295
20250522,005380,현대차,KOSPI,187000,187000,181900,182400,-5600,-2.98,982354,179810984000,37347816518400,204757766
20250522,005930,삼성전자,KOSPI,55300,55500,54500,54700,-1000,-1.8,15254278,836539466150,323804194333400,5919637922
20250522,035720,카카오,KOSPI,37250,37650,36950,37250,-200,-0.53,884129,32944900100,16453745738750,441711295
20250523,005380,현대차,KOSPI,182400,182500,179300,179900,-2500,-1.37,829741,149442462950,36835922103400,204757766
20250523,005930,삼성전자,KOSPI,55000,55200,54100,54200,-500,-0.91,11247115,613226703800,320844375372400,5919637922
20250523,035720,카카오,KOSPI,37250,37650,37000,37400,150,0.4,1081143,40360877900,16520002433000,441711295
20250526,005380,현대차,KOSPI,180100,183000,179700,181900,2000,1.11,623947,112997021700,37245437635400,204757766
20250526,005930,삼성전자,KOSPI,53900,55000,53700,54700,500,0.92,10901337,592151080050,323804194333400,5919637922
20250526,035720,카카오,KOSPI,37400,39000,37100,39000,1600,4.28,2676578,102373009875,17226740505000,441711295
20250527,005380,현대차,KOSPI,180700,181900,180300,181900,0,0.0,502985,91018258950,37245437635400,204757766
20250527,005930,삼성전자,KOSPI,54200,54500,53800,53900,-800,-1.46,13439520,726274713400,319068483995800,5919637922
20250527,035720,카카오,KOSPI,38700,41000,38550,40950,1950,5.0,3448700,138500653375,18088077530250,441711295
20250528,005380,현대차,KOSPI,182400,186300,182400,185900,4000,2.2,611926,113407039800,38064468699400,204757766
20250528,005930,삼성전자,KOSPI,54300,56100,54200,55900,2000,3.71,17516283,973210169800,330907759839800,5919637922
20250528,035720,카카오,KOSPI,40950,42200,40250,41700,750,1.83,2787745,115863799700,18419361001500,441711295
20250529,005380,현대차,KOSPI,189600,193000,186300,191000,5100,2.74,1093538,207999806900,39108733306000,204757766
20250529,005930,삼성전자,KOSPI,56200,56400,55600,56100,200,0.36,12936810,725423589100,332091687424200,5919637922
20250529,035720,카카오,KOSPI,41550,44250,41550,44000,2300,5.52,4644875,200871080875,19435296980000,441711295
20250530,005380,현대차,KOSPI,187400,187500,185300,185300,-5700,-2.98,781444,145352783400,37941614039800,204757766
20250530,005930,삼성전자,KOSPI,56200,57200,55800,56200,100,0.18,26219683,1480158775742,332683651216400,5919637922
20250530,035720,카카오,KOSPI,43650,43850,42650,42700,-1300,-2.95,3539065,152005621325,18861072296500,441711295
20250602,005380,현대차,KOSPI,184600,185500,183100,184000,-1300,-0.7,538182,98954289900,37675428944000,204757766
20250602,005930,삼성전자,KOSPI,56300,57300,56200,56800,600,1.07,12870515,730318709208,336235433969600,5919637922
20250602,035720,카카오,KOSPI,43200,43700,42400,43150,450,1.05,2075682,89171105800,19059842379250,441711295
20250604,005380,현대차,KOSPI,185100,186500,184100,186000,2000,1.09,577325,107020610750,38084944476000,204757766
20250604,005930,삼성전자,KOSPI,57200,57900,56800,57800,1000,1.76,19649983,1130355068006,342155071891600,5919637922
20250604,035720,카카오,KOSPI,44100,44450,41050,41600,-1550,-3.59,3838475,161418455225,18375189872000,441711295
20250605,005380,현대차,KOSPI,186000,193000,186000,189600,3600,1.94,797915,151597084750,38822072433600,204757766
20250605,005930,삼성전자,KOSPI,58100,59900,57900,59100,1300,2.25,23266027,1374247336436,349850601190200,5919637922
20250605,035720,카카오,KOSPI,42000,44900,41850,44300,2700,6.49,5070135,222214034150,19567810368500,441711295
20250609,005380,현대차,KOSPI,192900,198400,192300,197800,8200,4.32,1665140,327780454050,40501086114800,204757766
20250609,005930,삼성전자,KOSPI,60400,60400,59500,59800,700,1.18,19609659,1177551114571,353994347735600,5919637922
20250609,035720,카카오,KOSPI,45950,51500,45700,51400,7100,16.03,12784767,631003271975,22703960563000,441711295
20250610,005380,현대차,KOSPI,201000,201500,195800,197000,-800,-0.4,998951,197386422300,40337279902000,204757766
20250610,005930,삼성전자,KOSPI,60000,60100,58800,59200,-600,-1.0,15305760,906586997415,350442564982400,5919637922
20250610,035720,카카오,KOSPI,53300,53300,49000,50000,-1400,-2.72,8896042,448893680075,22085564750000,441711295
20250611,005380,현대차,KOSPI,199100,201500,199000,201000,4000,2.03,649618,130175406850,41156310966000,204757766
20250611,005930,삼성전자,KOSPI,59500,60100,59400,59900,700,1.18,13610734,813621164500,354586311527800,5919637922
20250611,035720,카카오,KOSPI,49100,52000,49100,51400,1400,2.8,5300436,270296014300,22703960563000,441711295
20250612,005380,현대차,KOSPI,201500,204500,200500,201500,500,0.25,885521,178845557250,41258689849000,204757766
20250612,005930,삼성전자,KOSPI,59700,60000,59300,59500,-400,-0.67,17755115,1057637167800,352218456359000,5919637922
20250612,035720,카카오,KOSPI,50800,51800,50300,50500,-900,-1.75,4071665,206684571850,22306420397500,441711295
20250613,005380,현대차,KOSPI,199400,199800,196800,199000,-2500,-1.24,933606,185324347700,40746795434000,204757766
20250613,005930,삼성전자,KOSPI,60200,60200,57700,58300,-1200,-2.02,20705979,1210886326580,345114890852600,5919637922
20250613,035720,카카오,KOSPI,53700,53700,50700,51500,1000,1.98,5408390,279740859300,22750974801500,441766501
20250616,005380,현대차,KOSPI,198300,202000,196200,201500,2500,1.26,500547,99815975750,41258689849000,204757766
20250616,005930,삼성전자,KOSPI,58000,58100,56900,57200,-1100,-1.89,22200872,1270631109015,338603289138400,5919637922
20250616,035720,카카오,KOSPI,51300,53300,50800,53200,1700,3.3,4949701,258567657550,23501977853200,441766501
20250617,005380,현대차,KOSPI,202500,208000,200500,205000,3500,1.74,950447,194835059250,41975342030000,204757766
20250617,005930,삼성전자,KOSPI,57800,59800,57400,58100,900,1.57,28637003,1679975838250,343930963268200,5919637922
20250617,035720,카카오,KOSPI,53800,54000,51200,51800,-1400,-2.63,3981660,209448704050,22883504751800,441766501
20250618,005380,현대차,KOSPI,202500,207000,200500,206000,1000,0.49,575644,117739793750,42180099796000,204757766
20250618,005930,삼성전자,KOSPI,58000,59800,57900,59800,1700,2.93,17620705,1042740697200,353994347735600,5919637922
20250618,035720,카카오,KOSPI,51600,55400,51600,55200,3400,6.56,8380598,455048505200,24385510855200,441766501
20250619,005380,현대차,KOSPI,209500,211500,205500,207000,1000,0.49,538891,111684615250,42384857562000,204757766
20250619,005930,삼성전자,KOSPI,60500,60600,59000,59200,-600,-1.0,16876278,1003457299850,350442564982400,5919637922
20250619,035720,카카오,KOSPI,57300,61800,56800,60400,5200,9.42,14753547,884392927150,26682696660400,441766501
20250620,005380,현대차,KOSPI,208000,210500,205500,210000,3000,1.45,662635,138499017000,42999130860000,204757766
20250620,005930,삼성전자,KOSPI,59400,59800,59100,59500,300,0.51,18072251,1074365743369,352218456359000,5919637922
20250620,035720,카카오,KOSPI,60100,67200,58600,66600,6200,10.26,16754279,1065026260200,29421648966600,441766501
20250623,005380,현대차,KOSPI,205500,206000,200500,201500,-8500,-4.05,935001,188768280750,41258689849000,204757766
20250623,005930,삼성전자,KOSPI,58400,58500,57600,58000,-1500,-2.52,16551694,960057464892,343338999476000,5919637922
20250623,035720,카카오,KOSPI,67000,68900,65600,67600,1000,1.5,12708128,854468399400,29863415467600,441766501
20250624,005380,현대차,KOSPI,206500,208000,203000,206000,4500,2.23,718116,147553599250,42180099796000,204757766
20250624,005930,삼성전자,KOSPI,59400,60600,59300,60500,2500,4.31,23737899,1427748806035,358138094281000,5919637922
20250624,035720,카카오,KOSPI,68100,71600,66000,70400,2800,4.14,12083420,839067648506,31100361670400,441766501
20250625,005380,현대차,KOSPI,206500,221500,206000,217000,11000,5.34,1789517,385141492892,44432435222000,204757766
20250625,005930,삼성전자,KOSPI,61500,61600,60300,61300,800,1.32,23933612,1457360417042,362873804618600,5919637922
